"","Year","Month","Census.FIPS","FIPS.county","FIPS.state","ProjectTitle","Address","City","State","Zipcode","County","Type","Ownership","Strys","SqFt","Value1000","Dwellings","sizegroup"
"808","2009","10","16027",27,16,"Restaurant (Addition) Say You Say Me","820 CALDWELL BLVD","Nampa","ID","83651","CANYON, ID","Food_Beverage_Service","private",1,700,80,0,"Small"
"809","2009","10","16027",27,16,"School/Science Building (Alteration)","516 S Holly St","Nampa","ID","83686","CANYON, ID","Colleges_Universities_Except_Community","private",0,0,95,0,"Small"
"810","2008","07","16027",27,16,"Centennial Business Park Office Warehouse Bldg","Site to be announced","Caldwell","ID","83605","CANYON, ID","Warehouses_Non-Refrigerated","private",1,25000,1800,0,"Small"
"811","2009","05","16027",27,16,"Vallivue Academy","6123 Timbre Pl","Caldwell","ID","83607","CANYON, ID","Senior_High_Schools","county",1,3500,1200,0,"Small"
"812","2008","10","16027",27,16,"Gateway Office/Warehouse Bldg 1","Franklin & Robinson/Star Rds","Nampa","ID","83651","CANYON, ID","Warehouses_Non-Refrigerated","private",1,10500,610,0,"Small"
"813","2008","10","16027",27,16,"Pioneer Credit Union","Middleton Road & King Ave","Middleton","ID","83644","CANYON, ID","Banks_Financial_1-3_stories","private",1,2000,400,0,"Small"
"814","2009","09","16027",27,16,"Metro Car Wash Express","Caldwell Blvd & Karcher Rd","Nampa","ID","83651","CANYON, ID","Auto_Service","private",1,6800,631,0,"Small"
"815","2008","05","16027",27,16,"Medical Center (Addition)","406 Constitution Way","Nampa","ID","83686","CANYON, ID","Hospitals","private",1,4300,500,0,"Small"
"816","2008","04","16027",27,16,"Simplot Hall Renovation (Dormitory) - College of Idaho","2112 Cleveland Blvd","Caldwell","ID","83605","CANYON, ID","Dormitories","private",0,0,4000,0,"Small"
"817","2009","04","16029",29,16,"Chic-Keena Camp Toilet and Shower Bldg - LDS Church","10 miles South of Soda Springs","Soda Springs","ID","83276","CARIBOU, ID","Miscellaneous_Amusement_Recreational","private",0,0,275,0,"Small"
"818","2008","08","16031",31,16,"Bealls Department Store (Burley ID)","717 N Overland Ave","Burley","ID","83318","CASSIA, ID","Stores","private",0,0,600,0,"Small"
"819","2008","08","16031",31,16,"Hatchery Facility Project","100 W Rd & 100 South Rd","Burley","ID","83318","CASSIA, ID","Animal_Fish_Plant_Facilities","private",1,76000,3724,0,"Large"
"820","2008","02","16031",31,16,"Burley (ID) Wal-Mart Store #1900-107 (Restroom Remodel)","415 Riverview Dr","Burley","ID","83318","CASSIA, ID","Stores","private",0,0,200,0,"Small"
"821","2009","10","16031",31,16,"Mini-Cassia Office Exterior Remodel for Dept of Labor","127 West 5th St North","Burley","ID","83318","CASSIA, ID","Offices_1-3_stories","state",0,0,69,0,"Small"
"822","2009","06","16035",35,16,"State Hospital North - Bathrooms Remodel - Phase 2","300 Hospital Dr","Orofino","ID","83544","CLEARWATER, ID","Hospitals","state",0,0,209,0,"Small"
"823","2008","11","16035",35,16,"Dworshak National Fish Hatchery Nursery Building Upgrades","4147 Ahsahka Rd","Ahsahka","ID","83520","CLEARWATER, ID","Animal_Fish_Plant_Facilities","federal",0,0,3041,0,"Small"
"824","2008","04","16037",37,16,"Stanley Community Center Remodel","Not Available","Stanley","ID","83278","CUSTER, ID","Miscellaneous_Amusement_Recreational","county",0,0,125,0,"Small"
"825","2009","11","16037",37,16,"Challis Ward - LDS Church","Hwy 93","Challis","ID","83455","CUSTER, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,62,0,"Small"
"826","2009","04","16039",39,16,"Three Island Wagon Wheel Restroom Upgrade","1083 S Three Island Park Dr","Glenns Ferry","ID","83623","ELMORE, ID","Miscellaneous_Amusement_Recreational","state",0,0,68,0,"Small"
"827","2009","06","16039",39,16,"Mountain Home High School, New Portable Classroom Bldgs","300 South 11th East St","Mountain Home","ID","83647","ELMORE, ID","Senior_High_Schools","county",1,1600,321,0,"Small"
"828","2009","10","16039",39,16,"Repair Lodging Facility - Mountain Home Air Force Base","475 Phantom Ave Bldg 2318","Mountain Home A F B","ID","83648","ELMORE, ID","Dormitories","federal",0,0,3000,0,"Small"
"829","2008","04","16039",39,16,"Mountain Home Sr. High School Str Roof Replacement","300 South 1th East Street","Mountain Home","ID","83647","ELMORE, ID","Senior_High_Schools","county",0,0,1500,0,"Small"
"830","2009","10","16039",39,16,"Renovate Dorm 2422 Interior","Dorm 2422","Mountain Home A F B","ID","83648","ELMORE, ID","Dormitories","federal",0,0,2288,0,"Small"
"831","2009","10","16039",39,16,"Mountain Home Stake Center / Wards - LDS Church","8th Street So - Haskett Road","Mountain Home","ID","83647","ELMORE, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,25600,3000,0,"Medium"
"832","2009","10","16039",39,16,"Repair Pavement/Equipment Shop/Survival Shop Mt Home AFB","475 Phantom Ave Bldg 2215","Mountain Home Afb","ID","83648","ELMORE, ID","Armories_Military_Buildings","federal",0,0,2248,0,"Small"
"833","2009","10","16039",39,16,"Repair Facility 2610","480 5th Ave","Mountain Home A F B","ID","83648","ELMORE, ID","Offices_1-3_stories","federal",1,7000,6741,0,"Small"
"834","2009","07","16039",39,16,"ID/DOT Sand Storage Building - Mountain Home","2586 NW Frontage Rd","Mountain Home","ID","83647","ELMORE, ID","Warehouses_Non-Refrigerated","state",1,7200,92,0,"Small"
"835","2008","08","16039",39,16,"Mountain Home (ID) Wal-Mart Store #2782-105 (REMODEL)","2745 American Legion Blvd","Mountain Home","ID","83647","ELMORE, ID","Stores","private",0,0,2000,0,"Small"
"836","2009","09","16039",39,16,"Repair Dining Hall Facility, Mountain Home Air Force Base","Dining Hall Building 2316","Mountain Home A F B","ID","83648","ELMORE, ID","Food_Beverage_Service","federal",0,0,1284,0,"Small"
"837","2009","03","16041",41,16,"Webb Mortuary (NEGOTIATED)","800 East Hwy 91","Preston","ID","83236","FRANKLIN, ID","Funeral_Internment_Facilities","private",1,11000,800,0,"Small"
"838","2008","11","16041",41,16,"Stokes MarketPlace (NEGOTIATED)","217 S State St","Preston","ID","83263","FRANKLIN, ID","Stores","private",0,0,500,0,"Small"
"839","2009","04","16041",41,16,"Preston Readiness Center Various Renovations","594 North State Street","Preston","ID","83263","FRANKLIN, ID","Armories_Military_Buildings","state",0,0,207,0,"Small"
"840","2008","06","16043",43,16,"Teton 1 & 2 LDS Church (Alts) (PARTNERED)","44 W Main","Teton","ID","83451","FREMONT, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,250,0,"Small"
"841","2008","04","16043",43,16,"Bank of Idaho @ Highland Park","Site to be announced","Island Park","ID","83439","FREMONT, ID","Banks_Financial_1-3_stories","state",1,3500,350,0,"Small"
"842","2008","06","16043",43,16,"Harriman State Park-Scovell Cntr (Alts) (Historical)(REBID)","3489 Green Canyon Road","Island Park","ID","83429","FREMONT, ID","Museums","state",0,0,2300,0,"Small"
"843","2008","08","16043",43,16,"St Anthony Armory Remodel","1003 W Main St","Saint Anthony","ID","83445","FREMONT, ID","Armories_Military_Buildings","federal",0,0,642,0,"Small"
"844","2008","06","16043",43,16,"Central Elementary School (Alterations/Additions)","425 N 3rd W","Saint Anthony","ID","83445","FREMONT, ID","Primary_Schools","county",1,45000,6430,0,"Medium"
"845","2009","03","16043",43,16,"Gym Renovation - Juvenile Corrections Center St. Anthony","2220 E 600 N","Saint Anthony","ID","83445","FREMONT, ID","Gyms_Field_Houses_Indoor_Pools","county",0,0,127,0,"Small"
"846","2008","10","16045",45,16,"Sweet LDS Church (Add/Alts)","8775 Sweet Ola Hwy","Sweet","ID","83670","GEM, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,700,0,"Small"
"847","2008","06","16045",45,16,"Letha Ward LDS Church (Remodel)","8343 W Idaho Blvd","Letha","ID","83636","GEM, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,400,0,"Small"
"848","2008","03","16045",45,16,"Juvenile Probation Offices Renovation","303 E Main St","Emmett","ID","83617","GEM, ID","Offices_1-3_stories","county",0,0,141,0,"Small"
"849","2009","05","16045",45,16,"Bi-Mart Retail Store","Washington St","Emmett","ID","83617","GEM, ID","Stores","private",1,32000,1500,0,"Medium"
"850","2008","06","16047",47,16,"Idaho School Deaf & Blind - Round Bldg/Cottage 7 Renovate","1450 Main St","Gooding","ID","83330","GOODING, ID","Dormitories","state",0,0,137,0,"Small"
"851","2009","10","16047",47,16,"South Central Public Health District Office Building","Hwy 46","Gooding","ID","83330","GOODING, ID","Offices_1-3_stories","county",1,3500,424,0,"Small"
"852","2009","04","16047",47,16,"North Canyon Medical Center","1120 Montana St","Gooding","ID","83330","GOODING, ID","Hospitals","private",3,50000,25000,0,"Medium"
"853","2008","05","16047",47,16,"Gooding 1 & 2 LDS Church (Remodel)","1228 Main St","Gooding","ID","83330","GOODING, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,50,0,"Small"
"854","2009","09","16047",47,16,"Safe Haven Health Care Manor","210 N Idaho St","Wendell","ID","83355","GOODING, ID","Clinics_Nursing_Convalescent_Facilities","private",1,2200,600,0,"Small"
"855","2008","04","16049",49,16,"Kooskia National Fish Hatchery","Kooskia Natl Fish Hatchery","Kooskia","ID","83539","IDAHO, ID","Animal_Fish_Plant_Facilities","federal",1,2000,168,0,"Small"
"856","2008","11","16049",49,16,"ID/DOT Sheep Creek Rest Area Restroom Rehabilitation","District 2","Riggins","ID","83549","IDAHO, ID","Miscellaneous_Amusement_Recreational","state",0,0,169,0,"Small"
"857","2009","09","16049",49,16,"Cottonwood Community Center Renovation","506 King St","Cottonwood","ID","83522","IDAHO, ID","Miscellaneous_Amusement_Recreational","county",0,0,109,0,"Small"
"858","2009","02","16049",49,16,"Syringa General Hospital Remodel","607 W Main St","Grangeville","ID","83530","IDAHO, ID","Hospitals","private",0,0,400,0,"Small"
"859","2008","07","16051",51,16,"Midway Middle School Eight Room Addn & Incidental Work","305 N 3700 E","Rigby","ID","83442","JEFFERSON, ID","Junior_High_Schools","county",0,0,1049,0,"Small"
"860","2009","05","16051",51,16,"Lakeview Family Apartments & Community Center","Old State Hwy 91 & Lakeview Ln","Roberts","ID","83444","JEFFERSON, ID","Apartments_3_or_4_Units","private",2,24900,1440,23,"Small"
"861","2008","09","16051",51,16,"Rigby 11 Center - LDS Church","258 W 1st N","Rigby","ID","83442","JEFFERSON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,25600,2700,0,"Medium"
"862","2009","04","16051",51,16,"Ririe Middle School (Addition)","13809 N 130 E","Ririe","ID","83443","JEFFERSON, ID","Junior_High_Schools","county",1,40000,5100,0,"Medium"
"863","2009","08","16051",51,16,"Rigby School District #251- New Administration Building","Site not available","Rigby","ID","83442","JEFFERSON, ID","Offices_1-3_stories","county",1,12000,1276,0,"Small"
"864","2008","07","16051",51,16,"Rigby 14 - LDS Church","4000 E 200 N","Rigby","ID","83442","JEFFERSON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,16600,2300,0,"Small"
"865","2008","01","16051",51,16,"Monte Wight Chevrolet Dealership (New/Alts)","409 Farnsworth Way","Rigby","ID","83442","JEFFERSON, ID","Auto_Service","private",1,10500,750,0,"Small"
"866","2008","05","16051",51,16,"Lewisville 1 & 2 Wards - LDS Church (Remodel)","101 E Main Street","Lewisville","ID","83431","JEFFERSON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,425,0,"Small"
"867","2009","07","16051",51,16,"ID/DOT Sand Storage Building - Sage Junction","Sage Junction","Not Available","ID","83703","JEFFERSON, ID","Warehouses_Non-Refrigerated","state",1,7200,95,0,"Small"
"868","2008","07","16051",51,16,"Rigby Elementary School","Site undetermined","Rigby","ID","83442","JEFFERSON, ID","Primary_Schools","county",1,63000,8644,0,"Large"
"869","2009","08","16051",51,16,"Rigby High School Classroom Addition","290 N 3800 E","Rigby","ID","83442","JEFFERSON, ID","Senior_High_Schools","county",0,0,1043,0,"Small"
"870","2008","06","16053",53,16,"Jerome New Senior Citizen Center (RE-BID)","520 N Lincoln Ave","Jerome","ID","83338","JEROME, ID","Clubs_and_Lodges","county",1,6000,611,0,"Small"
"871","2008","03","16053",53,16,"Electronic Data Solutions New Office Building/Garage","235 N Lincoln Ave","Jerome","ID","83338","JEROME, ID","Offices_1-3_stories","private",1,7000,789,0,"Small"
"872","2008","03","16053",53,16,"WOW Logistics Distribution Center (Addition)","2002 Victory Ln","Jerome","ID","83338","JEROME, ID","Warehouses_Non-Refrigerated","private",1,127000,4500,0,"Large"
"873","2008","05","16053",53,16,"Jerome Rural Fire District #1 - New Station #2 Facility","500 South, Apx 40 West","Jerome","ID","83338","JEROME, ID","Police_Fire_Stations","county",1,4800,543,0,"Small"
"874","2009","06","16055",55,16,"Mountain View Alternative High School- Partial Modernization","7802 W Main St","Rathdrum","ID","83858","KOOTENAI, ID","Senior_High_Schools","county",0,0,186,0,"Small"
"875","2009","08","16055",55,16,"Coeur d'alene Casino Resort Expansion (NEGOTIATED)","379145 Hwy 95","Worley","ID","83876","KOOTENAI, ID","Hotels_Motels_1-3_Stories","private",3,1e+05,75000,0,"Large"
"876","2009","07","16055",55,16,"Retail-Car Rental (Alteration)","2644 N GOVERNMENT WAY","Coeur D Alene","ID","83815","KOOTENAI, ID","Auto_Service","private",0,0,80,0,"Small"
"877","2008","08","16055",55,16,"Capstone Court Office Building (NEGOTIATED)","650 Capstone Ct","Hayden","ID","83835","KOOTENAI, ID","Offices_1-3_stories","private",1,3600,250,0,"Small"
"878","2008","07","16055",55,16,"Riverstone Village Building R","1927 Riverstone Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",1,4600,451,0,"Small"
"879","2009","09","16055",55,16,"Indoor Hockey Rink (New)","3519 West Cettice Way","Coeur D Alene","ID","83814","KOOTENAI, ID","Arenas_Coliseums","private",1,40000,4000,0,"Medium"
"880","2008","07","16055",55,16,"Phones Plus Retail Center (NEGOTIATED)","1700 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",1,3000,220,0,"Small"
"881","2009","04","16055",55,16,"Retail Building (Alteration) Bike Shop","2175 N Main St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,126,0,"Small"
"882","2008","02","16055",55,16,"Office Building (Alteration)","2052 S Island Green Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,300,0,"Small"
"883","2008","11","16055",55,16,"Ron's Super 1 Foods Remodel","240 West Hayden Avenue","Hayden","ID","83835","KOOTENAI, ID","Stores","private",0,0,500,0,"Small"
"884","2008","09","16055",55,16,"Restroom (Addition)","3650 N Ramsey Rd","Coeur D Alene","ID","83815","KOOTENAI, ID","Miscellaneous_Amusement_Recreational","private",1,1000,109,0,"Small"
"885","2009","08","16055",55,16,"Retail & Office Building","5003 Industrial Ave W","Coeur D Alene","ID","83815","KOOTENAI, ID","Stores","private",1,3200,200,0,"Small"
"886","2008","01","16055",55,16,"Office Building (Alteration)","307 N Lincoln St","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",0,0,78,0,"Small"
"887","2008","11","16055",55,16,"Bakery (Alteration)","601 E Front Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,88,0,"Small"
"888","2008","08","16055",55,16,"Hanger","2885 W. Cessna Avenue","Hayden","ID","83835","KOOTENAI, ID","Aircraft_Service","private",1,9400,536,0,"Small"
"889","2008","03","16055",55,16,"Office Building (Alteration)","11101 Aviation Dr","Hayden","ID","83835","KOOTENAI, ID","Offices_1-3_stories","private",0,0,175,0,"Small"
"890","2009","10","16055",55,16,"Equipment Building","4447 E Chilco Rd","Athol","ID","83801","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,17400,714,0,"Small"
"891","2008","02","16055",55,16,"Auto Repair Building (Alteration)","1830 E 3rd St","Coeur D Alene","ID","83814","KOOTENAI, ID","Auto_Service","private",0,0,150,0,"Small"
"892","2009","05","16055",55,16,"Worley Fire Station No. 1 (NEGOTIATED)","Setters and Hwy 95","Worley","ID","83876","KOOTENAI, ID","Police_Fire_Stations","county",1,11700,1572,0,"Small"
"893","2008","06","16055",55,16,"Office/Warehouse","11627 Warren St","Hayden","ID","83835","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,4000,229,0,"Small"
"894","2008","10","16055",55,16,"Firestation","31403 S Hwy 95","Worley","ID","83876","KOOTENAI, ID","Police_Fire_Stations","private",1,6100,586,0,"Small"
"895","2008","11","16055",55,16,"Restaurant (Addition/Alteration)","340 W Hanley Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Food_Beverage_Service","private",1,900,200,0,"Small"
"896","2009","12","16055",55,16,"RFQ/DB: Kootenai County Office Department of Labor","Post Falls Business Park","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","state",1,16000,3000,0,"Small"
"897","2008","06","16055",55,16,"Bank (Alteration)","912 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Banks_Financial_1-3_stories","private",0,0,75,0,"Small"
"898","2009","12","16055",55,16,"Office Building/Warehouse","11836 N Reed Rd","Hayden","ID","83835","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,6800,417,0,"Small"
"899","2008","03","16055",55,16,"Bank CDA Tenant Improvement (NEGOTIATED)","Site to be announced","Coeur D Alene","ID","83814","KOOTENAI, ID","Banks_Financial_1-3_stories","private",0,0,300,0,"Small"
"900","2008","09","16055",55,16,"Restaurant (Alteration)","405 E Best Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",0,0,250,0,"Small"
"901","2008","04","16055",55,16,"Post Falls (ID) Wal-Mart Store #3472-105 (REMODEL)","3050 E Mullan Ave","Post Falls","ID","83854","KOOTENAI, ID","Stores","private",0,0,3000,0,"Small"
"902","2008","02","16055",55,16,"Office Building (Alteration)","805 E Polston Ave","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",0,0,75,0,"Small"
"903","2008","10","16055",55,16,"Northwoods Properties Warehouse/Retail Shell (NEGOTIATED)","3882 N Schreiber Way","Coeur D Alene","ID","83815","KOOTENAI, ID","Food_Beverage_Service","private",2,12000,800,0,"Small"
"904","2008","09","16055",55,16,"Golf","6756 S Gozzer Rd","Harrison","ID","83833","KOOTENAI, ID","Miscellaneous_Amusement_Recreational","private",1,800,83,0,"Small"
